Date,VNFIN,VNMAT,VNIND,VNHEAL,VNENE,VNCONS,VNCOND,VNUTI,VNIT,VNREAL
2017-01-03,0.807592167,1.211440258,0.924242155,1.232675091,0.968809959,0.985416899,1.035564887,0.890061147,0.916132217,0.888751642
2017-01-04,0.801007843,1.205142994,0.923017639,1.261523651,0.979576064,0.978182852,1.034948895,0.891655508,0.919416053,0.892174301
2017-01-05,0.802118968,1.211627558,0.923158876,1.266406209,0.97451951,0.974549045,1.033396961,0.887971442,0.914798508,0.895399595
2017-01-06,0.809649938,1.184995604,0.917902323,1.256457815,0.965313298,0.964592512,1.031141483,0.87689026,0.905501631,0.902265371
2017-01-09,0.814378001,1.177564218,0.915012366,1.263225717,0.969336479,0.959227596,1.02749904,0.877594988,0.906720206,0.898647759
2017-01-10,0.81167867,1.195515833,0.912123513,1.271073439,0.959710442,0.964056588,1.031656055,0.877296007,0.923326487,0.896266127
2017-01-11,0.810044275,1.188922544,0.912451288,1.274768625,0.955075977,0.959514609,1.034635385,0.875633093,0.917108152,0.890054742
2017-01-12,0.809945272,1.19060789,0.912469433,1.278021987,0.967669123,0.957930565,1.037396645,0.877256307,0.91485669,0.889862543
2017-01-13,0.806221353,1.191282486,0.920415701,1.29032495,0.961784369,0.960397615,1.036522378,0.876229848,0.897381266,0.896038347
2017-01-16,0.808198321,1.180222439,0.921438461,1.282709355,0.963020326,0.968404313,1.040534531,0.875962445,0.890005015,0.89546274
2017-01-17,0.821559512,1.162024794,0.910034864,1.273838551,0.950081072,0.956974458,1.024419053,0.859867671,0.889310748,0.884695699
2017-01-18,0.818112597,1.152484977,0.90817813,1.285695398,0.940507511,0.957074671,1.024060326,0.8680482,0.879858877,0.877385514
2017-01-19,0.819187759,1.147279081,0.910158154,1.30878926,0.929079128,0.956310182,1.019976257,0.867230394,0.88031836,0.875012868
2017-01-20,0.816002655,1.156952115,0.909553217,1.31456006,0.927039301,0.954798444,1.022994156,0.866450006,0.882318642,0.872847013
2017-01-23,0.818394781,1.151699028,0.905435439,1.305959374,0.919799115,0.959717603,1.015149501,0.867350626,0.885236065,0.872968017
