date,UpVolume,TotalVolume,UpVolume_pct,Close
2010-07-23,11847430.0,36636840.0,32.337477795574074,500.31
2010-07-26,12156610.0,39870750.0,30.490045961011518,498.1
2010-07-27,12500090.0,41159910.0,30.36957563804197,497.67
2010-07-28,3893180.0,39672950.0,9.813185054300222,491.0
2010-07-29,12398410.0,35014480.0,35.40937920540303,491.11
2010-07-30,22903680.0,39404910.0,58.12392415056905,493.91
2010-08-02,9635890.0,34171500.0,28.198615805568966,491.61
2010-08-03,14507080.0,38497170.0,37.68349725447351,491.9
2010-08-04,5672630.0,34948650.0,16.231327962596552,486.71
2010-08-05,10110350.0,31779900.0,31.81366209459438,486.21
2010-08-06,5148670.0,30979570.0,16.619565733158982,482.82
2010-08-09,2376600.0,39775680.0,5.975007843989091,472.74
2010-08-10,351090.0,48425490.0,0.7250107329838067,461.67
2010-08-11,18002140.0,33729110.0,53.37270980467614,463.12
2010-08-12,1154160.0,46662940.0,2.4733975184589743,448.4
2010-08-13,22167360.0,38901820.0,56.982835250381605,452.73
2010-08-16,33119790.0,36748910.0,90.12455063293034,464.76
2010-08-17,8576570.0,31913320.0,26.874577762514214,463.52
2010-08-18,1168650.0,34430900.0,3.394189521621567,455.49
2010-08-19,2923580.0,25495110.0,11.467218615648257,452.23
2010-08-20,17874940.0,31433450.0,56.86598193962165,454.84
2010-08-23,1774640.0,20755050.0,8.550400986747803,447.92
2010-08-24,551350.0,42125950.0,1.30881321370794,434.42
2010-08-25,4340920.0,48535740.0,8.94375979432888,423.89
2010-08-26,19146520.0,37873000.0,50.5545375333351,427.07
2010-08-27,11467310.0,30574580.0,37.50602624794846,429.14
2010-08-30,29422290.0,32394550.0,90.82481466789939,444.55
2010-08-31,44032730.0,52012250.0,84.65838336161194,455.08
2010-09-01,27123000.0,44585390.0,60.83382919830913,458.75
2010-09-07,35121570.0,51314870.0,68.44326020898036,460.59
2010-09-08,9432030.0,52382480.0,18.006077604573132,458.44
2010-09-09,32340670.0,45688650.0,70.78491047557763,463.68
2010-09-10,5475030.0,51772570.0,10.575155917506123,451.39
2010-09-13,5848920.0,43764390.0,13.364564203910989,447.27
2010-09-14,22515810.0,34392250.0,65.46768530700957,449.01
2010-09-15,10586250.0,33752200.0,31.364622157963034,448.72
2010-09-16,14350260.0,28225130.0,50.84213961104873,449.52
2010-09-17,39197860.0,46398130.0,84.48155130389952,457.58
2010-09-20,21682530.0,48445710.0,44.75634684681059,457.87
2010-09-21,21213660.0,55518560.0,38.21003282505887,453.32
2010-09-22,8768580.0,29260080.0,29.967723943338502,453.9
2010-09-23,5273170.0,43857260.0,12.023482543141089,450.77
2010-09-24,11850100.0,32025770.0,37.0017645165128,449.71
2010-09-27,9932060.0,32776240.0,30.302621655199008,450.2
2010-09-28,19468460.0,34805670.0,55.93473707013828,455.13
2010-09-29,4174590.0,29316750.0,14.239607050576888,452.94
2010-09-30,6057340.0,30027520.0,20.172628308964576,454.52
2010-10-01,4720160.0,27901710.0,16.917099346240786,451.71
2010-10-04,2167320.0,45475870.0,4.765868140620509,445.83
2010-10-05,18484400.0,31545370.0,58.59623773631439,450.96
2010-10-06,29633830.0,33650890.0,88.062544556771,460.72
2010-10-07,7579710.0,34258650.0,22.12495238428835,462.05
2010-10-08,7805380.0,28255370.0,27.624412633775457,459.26
2010-10-11,4853720.0,19670910.0,24.674608342979557,459.32
2010-10-12,1945070.0,25937800.0,7.4989783250699755,454.32
2010-10-13,12963760.0,21737290.0,59.6383449822862,457.7
2010-10-14,7980710.0,21056210.0,37.90193011942795,458.66
2010-10-15,6909550.0,22505540.0,30.701551706824187,458.39
2010-10-18,3617240.0,19793170.0,18.27519290745242,457.59
2010-10-19,1287990.0,31324510.0,4.111764238291357,454.25
2010-10-20,452270.0,36917430.0,1.2250852781463932,442.17
2010-10-21,10078020.0,26478530.0,38.061100823950575,445.05
2010-10-22,6528640.0,24204440.0,26.972902492270013,445.21
2010-10-25,12017620.0,23427100.0,51.297941273140935,448.61
2010-10-26,25948290.0,30139330.0,86.09444868217044,455.12
2010-10-27,3590970.0,23349570.0,15.379169723468141,450.01
2010-10-28,6509350.0,20181160.0,32.25458794241759,450.07
2010-10-29,15490830.0,22494310.0,68.86554866541805,452.63
2010-11-01,4842420.0,18022230.0,26.869149933165875,451.06
2010-11-02,3327950.0,23189030.0,14.351398053303651,446.3
2010-11-03,4026990.0,22703120.0,17.737606108763906,444.16
2010-11-04,14731880.0,23454830.0,62.80957909309085,448.95
2010-11-05,23611630.0,29986290.0,78.7414181614331,457.27
2010-11-08,8949260.0,27232590.0,32.862316804975215,457.13
2010-11-09,731080.0,30659160.0,2.3845402157136726,449.4
2010-11-10,4875520.0,21038880.0,23.173857163499196,451.26
2010-11-11,1646770.0,23536990.0,6.996519096112119,446.69
2010-11-12,1900930.0,38981270.0,4.876521467874187,441.6
2010-11-15,1515560.0,26382340.0,5.7446003652443265,433.54
2010-11-16,7283450.0,30931860.0,23.54675729167273,426.89
2010-11-17,11603890.0,25125790.0,46.18318468792424,425.5
2010-11-18,17586570.0,26333370.0,66.78435004710754,430.72
2010-11-19,3892910.0,24842140.0,15.67059037586939,426.51
2010-11-22,4030060.0,23451540.0,17.184628386877794,426.19
2010-11-23,16878380.0,22541430.0,74.87714843290776,430.81
2010-11-24,13414280.0,25109750.0,53.42259480878941,434.48
2010-11-26,25452510.0,32805180.0,77.58686280642264,439.94
2010-11-29,26460260.0,30743560.0,86.06765124143072,446.36
2010-11-30,53837940.0,62322660.0,86.3858185770633,451.59
2010-12-01,18255250.0,45498940.0,40.122363290221706,449.93
2010-12-02,55572840.0,60631830.0,91.65621423598793,457.42
2010-12-03,57269290.0,68016080.0,84.1996333808123,464.35
2010-12-06,62295140.0,85111340.0,73.19252640129974,465.56
2010-12-07,19575100.0,81943820.0,23.88843966512667,460.76
2010-12-08,4387800.0,68289030.0,6.4253365438050585,452.83
2010-12-09,48064170.0,57617350.0,83.41961232163577,460.45
2010-12-10,65631780.0,72125620.0,90.99648640801978,473.06
2010-12-13,60962170.0,77661930.0,78.4968516749455,490.22
2010-12-14,51586440.0,122569400.0,42.08753571446054,489.65
2010-12-15,55517010.0,85904270.0,64.62660121551583,493.47
2010-12-16,7343970.0,73174400.0,10.036255849040101,480.21
2010-12-17,64407790.0,69205020.0,93.06808956922488,485.29
2010-12-20,15530030.0,62070470.0,25.019997431951136,478.29
2010-12-21,19345160.0,61254930.0,31.58139271402318,481.78
2010-12-22,7438280.0,52498410.0,14.168581486563117,481.53
2010-12-23,4096180.0,50104360.0,8.175296521101158,475.41
2010-12-27,11791850.0,31432870.0,37.51439178159678,473.05
2010-12-28,37898330.0,46930710.0,80.75379639472746,479.33
2010-12-29,7067110.0,47091620.0,15.007149892061475,478.75
2010-12-30,8954470.0,37423490.0,23.92740495341295,481.4
2010-12-31,27582820.0,38915530.0,70.87869547196196,484.66
2011-01-04,10658840.0,27702590.0,38.475969214430854,485.97
2011-01-05,1671950.0,31937170.0,5.235122586002454,481.91
2011-01-06,8985060.0,27623660.0,32.52668183723663,482.31
2011-01-07,4072160.0,27898990.0,14.59608394425748,481.86
2011-01-10,4536760.0,31913610.0,14.21575309092265,480.55
2011-01-11,1238530.0,33672520.0,3.678162489769105,477.44
2011-01-12,20479810.0,25963280.0,78.87990269334229,478.45
2011-01-13,17043860.0,24707820.0,68.98164224929597,484.12
2011-01-14,24777450.0,35655170.0,69.49188574896712,489.22
2011-01-18,12462950.0,36081550.0,34.54106045887718,497.43
2011-01-19,17793330.0,37752610.0,47.13139038598921,505.91
2011-01-20,11983820.0,34788830.0,34.44732116601794,511.98
2011-01-21,21178730.0,42553960.0,49.76911666975295,519.5
2011-01-24,5608440.0,33580000.0,16.70172721858249,509.88
2011-01-25,4136480.0,31591460.0,13.093665186730844,501.97
2011-01-26,12104870.0,18693150.0,64.75564578468584,501.25
2011-01-27,18743830.0,25261730.0,74.19852084556362,502.68
2011-01-28,14830670.0,34784690.0,42.63562504078662,510.6
2011-02-08,15549670.0,23807620.0,65.31383649436609,520.69
2011-02-09,11194660.0,30722510.0,36.437973329653076,522.59
2011-02-10,11526200.0,29888370.0,38.56416392061527,520.23
2011-02-11,12658870.0,32345520.0,39.13639354074382,519.98
2011-02-14,11815710.0,32986530.0,35.81980281041989,514.05
2011-02-15,7849740.0,32068120.0,24.478329256595025,517.87
2011-02-16,4212600.0,27859030.0,15.121129486561449,513.11
2011-02-17,3405920.0,33492100.0,10.169323512111811,509.83
2011-02-18,1077150.0,35958100.0,2.9955698437904115,503.92
2011-02-22,762600.0,48651700.0,1.5674683515683931,470.02
2011-02-23,26830150.0,34351200.0,78.10542280910128,470.67
2011-02-24,7070510.0,39985780.0,17.682561150488997,461.29
2011-02-25,20366220.0,24623090.0,82.71187734764402,466.96
2011-02-28,4381200.0,29478850.0,14.862180851695367,461.37
2011-03-01,3182720.0,20498410.0,15.526667678127232,466.12
2011-03-02,1370550.0,44009210.0,3.1142344977335426,457.83
2011-03-03,4029740.0,28284590.0,14.24712184267122,452.34
2011-03-04,14444880.0,25978170.0,55.603916673114384,459.23
2011-03-07,11812860.0,21215060.0,55.68148287113023,468.22
2011-03-08,6128050.0,24083640.0,25.444866307584736,475.38
2011-03-09,2033270.0,25573120.0,7.950809287251614,470.51
2011-03-10,28483120.0,33266730.0,85.62043819756255,482.49
2011-03-11,30283750.0,38503770.0,78.65138920162883,495.06
2011-03-14,16606990.0,42018980.0,39.522591933454834,479.9
2011-03-15,11679460.0,30728400.0,38.008682521706305,468.74
2011-03-16,20847420.0,28554040.0,73.01040413195472,463.58
2011-03-17,23895060.0,32161500.0,74.29709435194253,460.53
2011-03-18,40117960.0,45518990.0,88.13455658836016,461.08
2011-03-21,14891380.0,35968290.0,41.40141218834702,468.25
2011-03-22,4344990.0,31891240.0,13.624399678406988,464.8
2011-03-23,19824510.0,27018860.0,73.37285881047535,467.64
2011-03-24,2940070.0,25184420.0,11.674162041452613,461.32
2011-03-25,6275890.0,24991060.0,25.112540244391397,457.74
2011-03-28,9326570.0,20391140.0,45.738345183251155,459.52
2011-03-29,4749460.0,27935590.0,17.001466587961808,457.88
2011-03-30,2645960.0,24372760.0,10.85621817143401,460.04
2011-03-31,7224000.0,21014340.0,34.3765257438492,461.13
2011-04-01,5465210.0,19989320.0,27.340649907050363,459.17
2011-04-04,3238330.0,19221130.0,16.84776077160916,457.25
2011-04-05,6719370.0,17405740.0,38.604333972586055,457.2
2011-04-06,21493190.0,23335120.0,92.1066186931972,464.94
2011-04-07,7399250.0,22006610.0,33.62285240661783,463.49
2011-04-08,5111460.0,17885380.0,28.578984623195037,464.29
2011-04-13,1664310.0,15659150.0,10.628354668037538,461.01
2011-04-14,5667650.0,18691580.0,30.321941751312625,460.63
2011-04-15,2373590.0,22262560.0,10.661801697558591,460.96
2011-04-18,1515490.0,22418490.0,6.760000339005883,455.46
2011-04-19,5617290.0,16524710.0,33.99327431464758,453.74
2011-04-20,6418280.0,16546430.0,38.78951532143187,458.5
2011-04-21,3516080.0,17006300.0,20.67516155777565,460.3
2011-04-25,15403780.0,21079130.0,73.07597609578764,465.62
2011-04-26,1490220.0,19647320.0,7.584851267246627,461.86
2011-04-27,11708840.0,19567290.0,59.83884329408927,469.32
2011-04-28,6795110.0,16856600.0,40.31127273590167,472.93
2011-04-29,11552610.0,18604900.0,62.09444823675483,480.08
2011-05-04,4736700.0,16159210.0,29.312695360726178,486.58
2011-05-05,2777400.0,16288750.0,17.051032154094084,479.29
2011-05-06,7754280.0,14997140.0,51.70505843114087,472.71
2011-05-09,13409400.0,16398710.0,81.77106613873896,477.47
2011-05-10,5097320.0,14589400.0,34.93851700549715,481.29
2011-05-11,4424850.0,15499200.0,28.54889284608238,483.15
2011-05-12,4793310.0,14798160.0,32.39125675083929,482.14
2011-05-13,3920380.0,16906020.0,23.189254478582185,479.67
2011-05-16,3298390.0,18741240.0,17.599635883217974,471.49
2011-05-17,1832250.0,20824430.0,8.798560152666845,464.35
2011-05-18,5985490.0,25478660.0,23.492169525398904,454.91
2011-05-19,1576000.0,20677330.0,7.6218738105935335,444.85
2011-05-20,2890130.0,24896000.0,11.60881266066838,432.87
2011-05-23,439100.0,28805780.0,1.5243468498336097,417.82
2011-05-24,118780.0,32695470.0,0.3632919178100208,402.59
2011-05-25,243320.0,28819230.0,0.8442973667235385,386.36
2011-05-26,34100250.0,41625890.0,81.92077094327593,398.04
2011-05-27,19817250.0,26609500.0,74.47434187038465,410.82
2011-05-31,6219420.0,19763890.0,31.468602587850874,421.37
2011-06-01,24108160.0,28167240.0,85.58935841779315,435.69
2011-06-02,30429650.0,31454970.0,96.74035613449958,450.59
2011-06-03,17681860.0,44203980.0,40.000606280248974,443.41
2011-06-06,10131870.0,18826220.0,53.81786678366661,433.81
2011-06-07,28107090.0,29655170.0,94.77972980765243,443.68
2011-06-08,12777800.0,32255700.0,39.61408371233611,439.57
2011-06-09,22706000.0,26247260.0,86.5080774145568,443.95
2011-06-10,42022440.0,38338750.0,109.60826839685696,445.0
2011-06-13,25336170.0,33418190.0,75.81550646519156,442.69
2011-06-14,19940970.0,55335130.0,36.03672748216187,441.54
2011-06-15,4471510.0,40589410.0,11.016444929847465,441.45
2011-06-16,17191770.0,31584930.0,54.430293180956866,445.17
2011-06-17,7204120.0,45206070.0,15.936178482225948,438.93
2011-06-20,5465610.0,32334480.0,16.903348994633593,431.63
2011-06-21,24101910.0,24798840.0,97.1896669360341,442.74
2011-06-22,5282900.0,21760520.0,24.277452928514577,439.63
2011-06-23,1244800.0,17521100.0,7.1045767674404,434.75
2011-06-24,9032420.0,17481110.0,51.66960221633523,433.4
2011-06-27,6874350.0,17300580.0,39.734795018432905,434.25
2011-06-28,3766760.0,19028520.0,19.795338786200926,432.31
2011-06-29,6485470.0,17262650.0,37.56937666001454,434.6
2011-06-30,3860660.0,16742520.0,23.05901381631917,432.54
2011-07-01,4052650.0,21792360.0,18.59665497449565,425.29
2011-07-05,19754990.0,19330750.0,102.19463807663955,431.03
2011-07-06,1403310.0,13494500.0,10.399125569676535,428.3
2011-07-07,3918230.0,14604310.0,26.829271632826202,429.99
2011-07-08,5023030.0,15893240.0,31.604820665893175,430.32
2011-07-11,4460620.0,15228610.0,29.291051514222243,425.09
2011-07-12,5121080.0,18044190.0,28.380769654941563,417.25
2011-07-13,5204080.0,17240390.0,30.185396038024663,418.18
2011-07-14,8504360.0,15529830.0,54.76144941702516,418.93
2011-07-15,5535890.0,16688420.0,33.17204384836911,414.74
2011-07-18,5187700.0,15462900.0,33.54933421285787,415.77
2011-07-19,2905600.0,12951780.0,22.43398204725528,410.12
2011-07-20,13007050.0,16317620.0,79.71168589536954,416.77
2011-07-21,3886500.0,15390680.0,25.25229554509612,413.06
2011-07-22,1839460.0,12651350.0,14.539634110193775,409.2
2011-07-25,1797560.0,10512550.0,17.099181454547185,409.36
2011-07-26,3958560.0,14611410.0,27.092251877128902,409.39
2011-07-27,4498600.0,13990820.0,32.15394094127435,409.4
2011-07-28,6469620.0,14589930.0,44.34305030935721,408.39
2011-07-29,3524410.0,15606540.0,22.582904346511143,405.7
2011-08-01,3420520.0,15921840.0,21.483195409575778,401.95
2011-08-02,3303310.0,19056510.0,17.334286288517678,396.55
2011-08-03,7380990.0,21451520.0,34.407771570499435,391.47
2011-08-04,19376630.0,22740560.0,85.20735637117116,396.05
2011-08-05,3352100.0,19998550.0,16.761715224353765,400.88
2011-08-08,1758790.0,19929670.0,8.824983052905543,396.41
2011-08-09,172090.0,31784690.0,0.5414241888154327,387.7
2011-08-10,14866420.0,19474270.0,76.33877932266525,385.96
2011-08-11,2532840.0,15699460.0,16.133293756600544,384.44
2011-08-12,7045480.0,13694020.0,51.44931875373339,383.92
2011-08-15,3257280.0,12784520.0,25.478312834584326,384.32
2011-08-16,8746690.0,13602570.0,64.30174592007246,386.48
2011-08-17,24602640.0,21505730.0,114.4003946855094,393.46
2011-08-18,26250820.0,27398650.0,95.8106330056408,402.89
2011-08-19,10193610.0,21476780.0,47.46340000689116,400.76
2011-08-22,28008090.0,27931820.0,100.27305775277084,406.03
2011-08-23,21055860.0,25500990.0,82.56879438798258,401.28
2011-08-24,5178500.0,25328760.0,20.44513825390584,396.68
2011-08-25,22021690.0,22937350.0,96.00799569261488,401.65
2011-08-26,8502210.0,23144300.0,36.73565413514343,404.41
2011-08-29,37792340.0,32266490.0,117.12566194835571,413.37
2011-08-30,38454860.0,39535740.0,97.26606862550189,419.26
2011-08-31,36607700.0,40624520.0,90.11232625025477,424.71
2011-09-01,47112530.0,47176370.0,99.86467801570998,435.29
2011-09-06,4734960.0,37092010.0,12.765444633493845,436.16
2011-09-07,45182790.0,41854450.0,107.952177128119,443.99
2011-09-08,40154250.0,55809690.0,71.94852721812288,453.26
2011-09-09,18779510.0,42499540.0,44.18756061830316,459.92
2011-09-12,32230250.0,45092230.0,71.47628316452746,462.93
2011-09-13,52332080.0,62235100.0,84.08772541540064,469.4
2011-09-14,26538920.0,73282630.0,36.21447538113738,466.99
2011-09-15,16409170.0,56292580.0,29.14979203298197,470.67
2011-09-16,1885210.0,51789700.0,3.6401253531107534,457.11
2011-09-19,29969160.0,37011670.0,80.97219066310707,461.68
2011-09-20,3868320.0,38785810.0,9.97354444834335,454.37
2011-09-21,18877010.0,37266820.0,50.65366457347314,447.57
2011-09-22,33784380.0,36814710.0,91.76869789277167,449.26
2011-09-23,7702340.0,32491970.0,23.70536474088829,440.3
2011-09-26,4015200.0,27404550.0,14.651581580430987,434.43
2011-09-27,9035020.0,30068540.0,30.04808347861253,437.47
2011-09-28,15166320.0,32160640.0,47.158016755885455,433.97
2011-09-29,8131100.0,56543580.0,14.380235563436203,428.08
2011-09-30,7139940.0,29289990.0,24.376723925136197,427.6
2011-10-03,2711760.0,26605920.0,10.192318100633242,422.12
2011-10-04,9423700.0,27141370.0,34.72079707103952,418.18
2011-10-05,9350870.0,34989030.0,26.725147853484366,417.21
2011-10-06,24345720.0,30463810.0,79.91685872515617,421.32
2011-10-07,7936940.0,27044370.0,29.347845780840892,417.96
2011-10-10,2844530.0,20138130.0,14.125095031167243,419.66
2011-10-11,7221210.0,23093700.0,31.269177308097014,417.73
2011-10-12,813780.0,32519160.0,2.5024631632551397,410.91
2011-10-13,7204640.0,24413930.0,29.51036559865618,412.59
2011-10-14,12332260.0,19965800.0,61.766921435654965,414.49
2011-10-17,2427220.0,20921590.0,11.601508298365468,410.84
2011-10-18,2278270.0,21473490.0,10.609686641528695,404.32
2011-10-19,9909120.0,19786910.0,50.07916850079168,401.15
2011-10-20,3398700.0,13655790.0,24.888344065044937,403.73
2011-10-21,23198080.0,22498990.0,103.1072061456981,411.03
2011-10-24,5204110.0,19773030.0,26.319233825063737,414.46
2011-10-25,3157960.0,17956640.0,17.58658635468551,409.38
2011-10-26,7840730.0,18505100.0,42.370643768474636,412.1
2011-10-27,6949720.0,18063250.0,38.47436092618992,414.75
2011-10-28,36225270.0,36267380.0,99.88389015142532,422.07
2011-10-31,24621470.0,35210550.0,69.92639990002996,420.81
2011-11-01,1537860.0,27176620.0,5.658761096854575,413.82
2011-11-02,1334140.0,24418500.0,5.463644367999673,407.79
2011-11-03,4540890.0,21944380.0,20.69272405964534,408.44
2011-11-04,2805550.0,21569560.0,13.006987625153224,410.57
2011-11-07,3128240.0,25581440.0,12.228553201070776,410.52
2011-11-08,8417330.0,21847320.0,38.52797505597941,408.6
2011-11-09,3996600.0,17097170.0,23.37579845085473,405.19
2011-11-10,2400310.0,20710210.0,11.589983877517419,401.03
